	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
MEN1	379.280360517651	-0.49366181922254293	0.34836903869638397	-1.4170657101729	0.156463716697624	0.2837233496164411	400	331	704	440	435	436	375	474	501	682	69	107	310.121513426923	282.191092817139	345.67818037399496	416.471759727984	271.796463881078	258.875434637204	339.411690947811	491.10120605637803	488.698055625718	619.1273145013761	593.427079834892	134.46453438131002	71.63	UP_t_DOWN_n
TMEM254-AS1	31.229225495951802	-0.9086484480068481	0.641366676499359	-1.41673785262175	0.156559585684716	0.28385974998783897	25	8	50	16	46	47	13	29	39	6	14	37	19.3825945891827	6.82032852730245	24.551007128834897	15.144427626472199	28.7416950311025	27.906296853093	11.766271952857402	30.046276319905	38.0423636115828	5.44686786951357	120.405494459253	46.49708198232221	71.61	UP_t_DOWN_n
SIRT6	190.918995933685	-0.45484602858095796	0.321095906169024	-1.4165425962843898	0.15661670184718202	0.28392586051604995	201	176	316	160	350	200	175	222	177	258	49	99	155.836060497029	150.047227600654	155.162365054236	151.444276264722	218.686810019258	118.75019937486401	158.392122442312	230.00942562134202	172.65380408333698	234.215318389083	421.419230607387	124.411111249997	71.61	UP_t_DOWN_n
MST1L	102.652897696327	-1.1006568666615602	0.777475032932912	-1.4156813016998002	0.15686883535513402	0.28427048241853803	60	67	136	112	63	127	58	542	10	12	20	27	46.518227014038494	57.120251416158105	66.7787393904309	106.010993385305	39.363625803466505	75.4063766030386	52.495674866594705	561.554543634086	9.75445220809816	10.8937357390271	172.007849227505	33.930303068181	71.57	UP_t_DOWN_n
SLC35A2	406.625556470364	-0.49062225152540007	0.346561335512565	-1.41568663682511	0.15686727261548	0.28427048241853803	509	405	670	207	536	739	874	409	528	681	24	228	394.62962583576007	345.27913169468695	328.983495526388	195.931032417484	334.903229058064	438.781986690122	791.055514369031	423.756103960039	515.035076587583	618.2195031897901	206.40941907300598	286.52255924241797	71.57	UP_t_DOWN_n
G6PC3	482.64046291239504	-0.562175284408186	0.397194444692779	-1.41536542597673	0.156961381215513	0.284364156761432	513	493	758	309	707	713	472	568	1179	889	20	238	397.73084097002896	420.30274549501405	372.193268073137	292.476758536243	441.747356238902	423.34446077139	427.206181672978	588.492584472622	1150.0499153347698	807.0442559995939	172.007849227505	299.089338156559	71.56	UP_t_DOWN_n
TXNL4A	511.191469091083	-0.499062216210072	0.35260352535792405	-1.41536366008672	0.15696189870559	0.284364156761432	655	542	872	431	642	582	1266	585	361	657	25	530	507.823978236587	462.077257724741	428.16956432687994	407.953019188094	401.13409152104	345.56308018085406	1145.8538686398101	606.105918867049	352.135724712344	596.432031711736	215.009811534381	666.03928244948	71.56	UP_t_DOWN_n
DDX18	1227.04628223382	-0.41039621399215503	0.28999801396521696	-1.4151690502314198	0.15701893660981697	0.284392532486845	1236	1688	2329	1056	1361	1579	1262	983	2038	1110	121	1750	958.2754764891921	1439.08931926082	1143.58591206113	999.532223347162	850.379281246316	937.5328240645509	1142.2334772697	1018.4651593954	1987.9573600104002	1007.6705558600099	1040.6474878264	2199.1863099747	71.56	UP_t_DOWN_n
DNAJC8	949.015795328956	-0.4295576839798921	0.303903071546682	-1.41346937296061	0.15751776045758403	0.28510818341150795	1005	1055	1669	919	1260	1190	709	854	1560	1112	74	1458	779.180302485144	899.430824538011	819.512617960509	869.8580617954939	787.27251606933	706.563686280441	641.714370351994	884.811033696512	1521.69454446331	1009.4861784831801	636.429042141768	1832.2363656817802	71.49	UP_t_DOWN_n
FBXO30	400.20946876274803	-0.41468660040701794	0.293565187088674	-1.41258779530203	0.15777695965964902	0.28546457810492104	445	492	757	390	446	455	334	317	488	371	62	614	345.010183687452	419.450204429101	371.70224793056	369.145423395259	278.669477910255	270.156703577816	302.302679404183	328.43688253137503	476.01726775519006	336.797996598256	533.224332605265	771.6002253282651	71.45	UP_t_DOWN_n
RASSF10	54.3077952942245	-1.1282547520264399	0.799023428984907	-1.4120421393147298	0.157937553844754	0.285672596521123	22	36	68	22	25	134	75	22	16	2	34	43	17.0566832384808	30.691478372861	33.3893696952154	20.8235879863992	15.620486429947	79.5626335811589	67.8823381895621	22.793726863376197	15.607123532957099	1.81562262317119	292.413343686758	54.0371493308068	71.43	UP_t_DOWN_n
VPS50	364.712929170864	-0.47987539896238596	0.33987561093090995	-1.41191478155205	0.157975054830405	0.285672596521123	380	313	580	412	369	604	282	320	404	281	54	677	294.61543775557703	266.845353630709	284.791682694485	389.969011381658	230.558379706018	358.625602112089	255.23759159275397	331.54511801274504	394.079869207166	255.094978555552	464.421192914263	850.770932487354	71.43	UP_t_DOWN_n
HID1	992.201093175845	-0.689548485557546	0.48848692188942106	-1.41160070957568	0.15806756336157401	0.28576470193734305	790	662	1082	1356	1749	801	1225	3029	1105	1027	98	196	612.489989018173	564.382185634278	531.283794267987	1283.49024134352	1092.80923063909	475.59454849632994	1108.74485709618	3138.2817576893895	1077.86696899485	932.322216998406	842.838461214774	246.30886671716598	71.42	UP_t_DOWN_n
ZNF736	294.506685161787	-0.6355829272726341	0.450388958604322	-1.4111867423264501	0.15818955828006798	0.28594764729468697	245	148	350	282	331	685	176	298	211	382	108	172	189.94942697398997	126.17607775509501	171.857049901844	266.920536916572	206.815240332499	406.719432858909	159.297220284839	308.751391149368	205.81894159087102	346.783921025697	928.842385828526	216.148597323227	71.41	UP_t_DOWN_n
BCS1L	326.465017580033	-0.45011682707606204	0.31899149819153805	-1.41106214312267	0.15822629125193302	0.285976443050266	307	272	539	390	461	451	284	690	376	428	36	176	238.018261555163	231.891169928283	264.65985684884	369.145423395259	288.041769768223	267.781699590318	257.047787277809	714.8941607149809	366.767403024491	388.54324135863504	309.614128609509	221.17530888888402	71.4	UP_t_DOWN_n
APLP1	82.2916371766279	-1.10254735068047	0.782393615213167	-1.4091977864365302	0.15877669212006398	0.286858087340587	70	78	117	59	84	49	15	13	10	490	4	124	54.27126484971151	66.4982031411989	57.449356681473596	55.8450768726161	52.484834404622	29.093798846841697	13.5764676379124	13.4690204192678	9.75445220809816	444.827542676941	34.401569845501	155.82805853535	71.31	UP_t_DOWN_n
COG4	906.190311954969	-0.421418808726951	0.299181399958497	-1.4085728885064799	0.158961500229559	0.287078789234859	992	877	1561	867	1090	1443	794	1522	793	1427	157	412	769.101353298769	747.678514805532	766.4824425622251	820.63867200946	681.053208345691	856.782688489644	718.6476869668311	1576.9114675481198	773.528060102184	1295.4467416326402	1350.2616164359101	517.751291262614	71.29	UP_t_DOWN_n
EFR3A	1472.8742896688098	-0.557951851825661	0.39610899730066607	-1.4085816167466398	0.158958917808192	0.287078789234859	1477	1427	2438	1337	1768	2064	1797	1004	1052	1349	114	3678	1145.12368832891	1216.5761010575802	1197.10710760199	1265.50623353708	1104.68080032585	1225.5020575486	1626.46082302191	1040.2228077649902	1026.1683722919302	1224.63745932897	980.4447405967779	4622.061284621111	71.29	UP_t_DOWN_n
BAG4	298.729373005312	-0.5734212049881	0.40720088456759795	-1.4082022577063102	0.159071187935836	0.287239146270057	287	297	492	316	275	438	290	180	492	331	14	626	222.51218588381698	253.204696576104	241.581910147735	299.10244562282503	171.825350729417	260.062936630952	262.478374332974	186.494128882169	479.91904863842905	300.485544134832	120.405494459253	786.6803600252341	71.28	UP_t_DOWN_n
ADPRM	95.1732839746291	-0.563590558568504	0.40035229698644503	-1.40773654306668	0.1592090967673	0.287315229690857	104	89	113	99	128	133	65	86	123	86	8	209	80.631593491	75.8761548662398	55.485276111166804	93.7061459387965	79.9768905213288	78.96888258428459	58.83135976428721	89.1027504659251	119.97976215960699	78.07177279636109	68.8031396910019	262.64567930554904	71.27	UP_t_DOWN_n
JAGN1	440.74494574822603	-0.566483015393592	0.40243557334874497	-1.40763653342019	0.159238723722604	0.287315229690857	486	523	625	389	547	499	222	596	760	248	40	815	376.797638813712	445.878977472398	306.88758911043595	368.198896668604	341.77624308724097	296.281747440286	200.931721041104	617.502782298737	741.33836781546	225.137205273227	344.01569845501	1024.1924815025	71.27	UP_t_DOWN_n
RNF157	50.1395972422141	-0.7681524141277709	0.545698588420751	-1.40764962641886	0.159234844802612	0.287315229690857	51	41	106	33	51	64	45	174	49	73	0	31	39.5404929619327	34.954183702425105	52.048135113129995	31.2353819795988	31.8657923170919	38.0000637999565	40.729402913737296	180.27765791943	47.796815819680994	66.27022574574839	0.0	38.9570146338375	71.27	UP_t_DOWN_n
ZNF16	109.885974325527	-0.401975452263152	0.285549108588134	-1.40772791850297	0.159211651552139	0.287315229690857	155	111	184	94	119	170	163	151	132	144	14	52	120.172086452933	94.6320583163215	90.34770623411242	88.97351230552391	74.35351540654791	100.937669468634	147.530948331982	156.44785256226402	128.758769146896	130.724828868326	120.405494459253	65.3472503535338	71.27	UP_t_DOWN_n
ZNF585A	176.90821569647	-0.8151818746991241	0.5790361137278399	-1.40782561807929	0.15918271261032998	0.287315229690857	166	155	233	177	140	242	83	116	243	210	2	564	128.700428072173	132.143865216485	114.407693220371	167.535230617848	87.4747240077034	143.687741243585	75.12312092978209	120.18510527962	237.033188656785	190.64037543297502	17.2007849227505	708.7663307575591	71.27	UP_t_DOWN_n
ACIN1	2377.1571754093698	-0.45627852912093997	0.32439430968799	-1.40655528008429	0.15955930165101	0.287742584257698	2410	2289	3694	2631	3110	3291	2684	4373	1855	3490	403	876	1868.4821183972101	1951.4664998744101	1813.82840667832	2490.31181782802	1943.1885118854102	1954.0345307133898	2429.2826093438002	4530.77125334291	1809.4508846022102	3168.26147743373	3465.95816193422	1100.84983287876	71.23	UP_t_DOWN_n
PGP	350.93702695402	-0.46799418405237303	0.33274711232564697	-1.4064560343783399	0.15958875118892402	0.287757943677091	362	369	610	286	562	427	375	499	763	353	40	140	280.65996965136503	314.587653321826	299.522286971786	270.70664382319	351.14853494520895	253.531675665335	339.411690947811	517.003168401124	744.2647034778889	320.457392989715	344.01569845501	175.934904797976	71.22	UP_t_DOWN_n
KRIT1	638.872286757872	-0.507196798167336	0.360826516321587	-1.40565278665744	0.15982725310200402	0.288128655567361	539	636	932	586	761	1174	466	675	502	552	202	535	417.888739342779	542.216117920545	457.630772881482	554.664661819543	475.487606927588	697.0636703304519	421.77559461781306	699.3529833081329	489.67350084652804	501.111843995248	1737.2792771978	672.32267190655	71.19	UP_t_DOWN_n
LOC101927963	27.7212198432889	-0.7437027086128258	0.529140826163953	-1.4054910750401899	0.15987530141524303	0.288128655567361	30	20	25	25	30	57	42	28	26	30	0	67	23.2591135070192	17.050821318256098	12.2755035644174	23.663168166362702	18.744583715936397	33.843806821836196	38.01410938615479	29.0101978261152	25.361575741055198	27.2343393475678	0.0	84.1974187247455	71.19	UP_t_DOWN_n
MICOS13	371.33622814042997	-0.512405019769497	0.364819897586312	-1.40454241437933	0.160157390751667	0.28859400323281703	395	381	657	270	603	437	303	366	844	363	19	510	306.244994509087	324.818146112779	322.60023367289	255.562216196718	376.766132690322	259.469185634078	274.244646285831	379.20472872707705	823.275766363485	329.53550610557096	163.40745676613	640.905724621197	71.14	UP_t_DOWN_n
CNP	680.8067882378659	-0.536037589999913	0.381684948752284	-1.4043980297158798	0.16020035727811802	0.288606632117622	706	630	1200	742	876	708	960	542	1100	1772	38	308	547.364471198519	537.100871525068	589.224171092037	702.322831177646	547.341844505344	420.37570578701894	868.8939288263949	561.554543634086	1072.9897428908	1608.6416441296699	326.81491353225897	387.056790555547	71.14	UP_t_DOWN_n
LARGE1	375.77588775701696	-0.768059349532937	0.546958606067072	-1.40423670276568	0.160248375860465	0.288606632117622	460	350	552	223	456	420	1124	257	125	120	25	882	356.639740440962	298.389373069482	271.043118702337	211.07546004395599	284.917672482234	249.37541868721402	1017.3299750008999	266.272172903986	121.930652601227	108.93735739027099	215.009811534381	1108.38990022725	71.14	UP_t_DOWN_n
GRAMD1A	1517.56308277916	-0.593220372552568	0.42317391030125395	-1.4018358838101799	0.160964260223232	0.28966823999067604	1633	1735	2716	1078	2310	1211	2343	3817	785	2214	175	472	1266.07107856541	1479.15874935872	1333.61070723831	1020.35581133356	1443.33294612711	719.0324572148011	2120.64424504192	3954.7116107957704	765.724498335705	2009.8942438505103	1505.0686807406698	593.151964747461	71.03	UP_t_DOWN_n
STX8	369.57885384289597	-0.703971954180861	0.502160043368224	-1.4018876321958798	0.160948804278669	0.28966823999067604	367	322	556	279	518	459	200	233	777	288	12	953	284.536488569202	274.518223223924	273.007199272644	264.080956736608	323.65647882850203	272.531707565313	181.019568505499	241.40628905302998	757.920936569227	261.449657736651	103.20470953650299	1197.61403051765	71.03	UP_t_DOWN_n
TUBBP5	42.2479025973119	-1.2824798865938	0.914837811039283	-1.40186585110301	0.160955309608026	0.28966823999067604	53	0	63	0	23	99	39	72	71	33	16	12	41.0911005290673	0.0	30.934268982332	0.0	14.3708475155513	58.7813486905577	35.2988158585723	74.59765155286759	69.2566106774969	29.9577732823246	137.606279382004	15.080134696969301	71.03	UP_t_DOWN_n
ZNF431	483.02374098803705	-0.637340822855058	0.454715857992606	-1.40162435871199	0.16102744912253303	0.28974402396432697	487	295	725	579	445	743	379	452	236	283	180	555	377.572942597279	251.499614444278	355.989603368106	548.0389747329609	278.04465845305697	441.15699067762	343.032082317921	468.307479193002	230.20507211111698	256.91060117872297	1548.07064304754	697.456229734832	71.03	UP_t_DOWN_n
STRAP	1351.81497794328	-0.6295480441016271	0.4492015919790779	-1.4014822194373402	0.161069920918078	0.28978251575197195	1430	1568	2575	824	1638	1452	1546	617	2771	1145	57	2845	1108.68441050125	1336.78439135128	1264.376867135	779.938022763316	1023.45427089013	862.1264474615131	1399.28126454751	639.260430668323	2702.958706864	1039.4439517655098	490.22237029838897	3575.24860107315	71.02	UP_t_DOWN_n
FN3KRP	475.423050935325	-0.3607168935255539	0.257408740041974	-1.4013389501333002	0.16111273893366101	0.28981528493823305	544	403	990	430	755	627	502	480	817	723	53	272	421.765258260615	343.574049562861	486.10994115093104	407.006492461439	471.7386901844	372.281875040199	454.35911694880303	497.31767701911696	796.9387454016189	656.347578276385	455.820800452888	341.81638646463904	71.02	UP_t_DOWN_n
LZIC	518.052988275877	-0.41011017415822	0.292771986354414	-1.4007835218966698	0.161278817634915	0.289968598747997	583	444	943	568	565	792	453	348	588	500	110	651	452.00210581974005	378.528233265286	463.03199444982596	537.6271807397619	353.02299331680297	470.25078952446097	410.009322664955	360.55531583886	573.561789836172	453.905655792797	946.043170751277	818.097307310587	71.0	UP_t_DOWN_n
TRIO	1569.1072589611701	-0.650546538923357	0.464414717446174	-1.4007879476790202	0.161277493770066	0.289968598747997	1506	1334	2084	1832	1645	2091	2652	4078	696	2844	132	379	1167.60749805237	1137.28978192768	1023.28597712984	1734.0369632310599	1027.82800709051	1241.5333344642	2400.31947838292	4225.12809767492	678.909873683632	2581.81537014943	1135.2518049015302	476.280920845949	71.0	UP_t_DOWN_n
UCKL1	538.63045604647	-0.479125262290388	0.34209365380083895	-1.40056752578441	0.16134343757908498	0.29000892212338897	528	450	769	591	870	712	399	698	1073	666	90	205	409.360397723538	383.64347966076303	377.594489641481	559.397295452815	543.5929277621569	422.750709774516	361.134039168471	723.1827886652991	1046.65272192893	604.602333516006	774.0353215237719	257.618967739893	71.0	UP_t_DOWN_n
ERBB2	1880.78356762715	-0.40440309625018894	0.28895570808721	-1.39953316349832	0.16165316064841698	0.290451705585385	2803	1814	2804	1629	1943	3138	3088	2360	1356	3286	235	1024	2173.17650533916	1546.50949356583	1376.82047978506	1541.8920377201998	1214.02420533548	1863.19062819162	2794.9421377249105	2445.1452453439897	1322.7037194181098	2983.06796987026	2021.09222842318	1286.83816080805	70.95	UP_t_DOWN_n
ZNF782	70.812864866103	-0.6373020701615489	0.455939681762921	-1.3977771526649698	0.162179997324581	0.291246038304508	80	56	92	73	44	123	49	136	32	80	20	51	62.0243026853846	47.7422996911172	45.17385311705621	69.0964510457792	27.4920561167068	73.03137261554141	44.349794283847295	140.906675155417	31.2142470659141	72.62490492684759	172.007849227505	64.09057246211971	70.88	UP_t_DOWN_n
RPN1	3867.47644770704	-0.487668870645989	0.34944139892589005	-1.3955669595674198	0.162844937842452	0.292328311283866	3529	4845	8098	3217	4798	4120	4534	4668	8187	4416	166	3752	2736.04705220903	4130.56146434755	3976.2811145860996	3044.9764796475606	2997.88375563543	2446.2541071222	4103.71361801966	4836.41440901091	7985.9700227699595	4008.8947519619896	1427.66514858829	4715.05544858575	70.77	UP_t_DOWN_n
DUT	801.1257673197839	-0.581325161509104	0.416774045819925	-1.3948209283652901	0.16306984620100304	0.29250015340881896	880	684	1227	761	1123	952	487	433	1531	641	70	1744	682.267329539231	583.13808908436	602.481714941608	720.306838984082	701.6722504332209	565.2509490243531	440.78264931089006	448.62198781099505	1493.40663305983	581.9070507263659	602.027472296267	2191.64624262621	70.75	UP_t_DOWN_n
CCDC154	31.468125905896503	-0.754714775423006	0.541151266721179	-1.39464660222603	0.163122434593417	0.29255630898313106	31	15	32	60	25	21	50	13	42	25	8	39	24.0344172905865	12.7881159886921	15.7126445624543	56.7916035992706	15.620486429947	12.4687709343607	45.2548921263748	13.4690204192678	40.9686992740123	22.695282789639897	68.8031396910019	49.01043776515039	70.74	UP_t_DOWN_n
ZNF850	40.8012502762711	-0.7934207344974069	0.569132330179474	-1.39408832080793	0.16329093556561702	0.29274393469229804	36	22	64	57	31	55	35	75	123	59	0	18	27.9109362084231	18.7559034500817	31.4252891249087	53.952023419307096	19.3694031731343	32.6563048280876	31.6784244884623	77.70588703423701	119.97976215960699	53.560867383550104	0.0	22.620202045454	70.73	UP_t_DOWN_n
CASK	560.543498485884	-0.44331960530449604	0.318040059535442	-1.3939112134240201	0.163344417675892	0.29280163121534497	632	659	916	389	804	824	731	351	763	829	34	836	489.99199121453796	561.8245624365401	449.77445060025497	368.198896668604	502.35484358709704	489.25082142444	661.626522887599	363.66355132022903	744.2647034778889	752.575577304458	292.413343686758	1050.5827172222	70.72	UP_t_DOWN_n
TP53INP1	1604.35972601927	-0.579720803655019	0.41596882894279397	-1.3936640520118002	0.163419076466982	0.29289726782159103	1317	857	2578	1634	2877	2276	2215	2094	372	1669	300	2313	1021.0750829581401	730.6276934872749	1265.84992756273	1546.62467135347	1797.6055783583	1351.3772688859501	2004.7917211984	2169.5483659959	362.865622141251	1515.1370790363599	2580.11773841257	2906.69596284084	70.71	UP_t_DOWN_n
SNORA8	43.0018797022017	-0.6275697662625219	0.45038328060548405	-1.3934126626966101	0.163495038744389	0.292995215437247	30	54	62	26	67	43	46	23	63	31	15	32	23.2591135070192	46.0372175592916	30.443248839755302	24.609694893017302	41.862903632258	25.5312928655958	41.6345007562648	23.829805357166	61.4530489110184	28.1421506591534	129.005886920629	40.2136925252516	70.7	UP_t_DOWN_n
DCST2	52.9273670523349	-0.727434617535972	0.522202098865648	-1.39301358442668	0.163615682835168	0.29314292054648805	58	21	45	48	61	104	18	68	44	83	19	29	44.967619446903804	17.9033623841689	22.0959064159514	45.4332828794165	38.113986889070794	61.75010367492929	16.2917611654949	70.4533375777083	42.9195897156319	75.3483388616044	163.40745676613	36.443658851009296	70.69	UP_t_DOWN_n
TMCO4	307.10191643116	-0.48001744104021205	0.34459282342089603	-1.3929989495280501	0.16362010834023402	0.29314292054648805	318	264	462	229	373	645	329	549	165	426	60	178	246.546603174404	225.07084140098098	226.851305870434	216.75462040388302	233.05765753481003	382.969392983936	297.77719019154597	568.807093090615	160.94846143362	386.727618735463	516.0235476825151	223.688664671712	70.69	UP_t_DOWN_n
PRKAA2	152.983890214613	-0.7891361112825429	0.566585777822545	-1.39279195167109	0.163682712906641	0.293216869211311	89	61	146	226	154	289	104	28	227	200	16	396	69.0020367374904	52.0050050206812	71.68894081619791	213.915040223919	96.2221964084737	171.59403809667802	94.1301756228595	29.0101978261152	221.426065123828	181.56226231711898	137.606279382004	497.644444999988	70.68	UP_t_DOWN_n
TRIM62	119.65251093015199	-0.5347933928916659	0.38407837204386397	-1.39240694560794	0.163799202404707	0.29338731406612395	157	82	208	100	158	148	91	121	146	204	32	40	121.72269402006701	69.90836740485021	102.13218965595301	94.652672665451	98.7214742372652	87.8751475373994	82.3639036700021	125.365497748569	142.415002238233	185.193507563461	275.212558764008	50.2671156565645	70.66	UP_t_DOWN_n
LXN	338.47093664620496	-0.862602606834081	0.6197056917923821	-1.39195527531652	0.163935941815436	0.29344106668448	355	141	387	491	266	386	306	249	347	371	2	1105	275.232843166394	120.208290293706	190.024795177182	464.744622787364	166.201975614636	229.187884793488	276.959939813414	257.983544953667	338.479491621006	336.797996598256	17.2007849227505	1388.62907001259	70.66	UP_t_DOWN_n
PPP1R2	834.221059119705	-0.451072890685909	0.324053111859865	-1.3919721001814398	0.163930846686156	0.29344106668448	869	858	1533	620	1329	1112	738	564	1222	912	72	1499	673.73898791999	731.480234553188	752.733878570078	586.846570525796	830.385058615984	660.251108524244	667.962207785292	584.348270497463	1191.9940598296	827.923916166062	619.228257219017	1883.7601592297501	70.66	UP_t_DOWN_n
BORCS8	127.870553859116	-0.44019209738166704	0.316304976820679	-1.39166984284039	0.164022398457543	0.293519384482666	138	127	211	90	221	184	107	187	182	84	16	160	106.991922132288	108.272715370926	103.60525008368299	85.18740539890591	138.08510004073202	109.25018342487499	96.84546915044201	193.74667833869802	177.53103018738602	76.25615017319001	137.606279382004	201.068462626258	70.65	UP_t_DOWN_n
RTKN	305.680854848555	-0.444859894452599	0.319654528239214	-1.3916896372564	0.16401640167983403	0.293519384482666	274	336	568	242	582	306	303	511	474	327	44	139	212.43323669744203	286.453798146703	278.899440983564	229.059467850391	363.64492408916703	181.68780504354197	274.244646285831	529.436110326602	462.361034663853	296.854298888489	378.417268300511	174.678226906562	70.65	UP_t_DOWN_n
ZNF202	224.01184186063702	-0.567468996000696	0.407856102614726	-1.3913460957497201	0.164120502057603	0.293641758869622	226	194	334	209	365	231	219	360	125	147	72	139	175.218655086212	165.392966787085	164.000727620617	197.824085870793	228.059101877227	137.156480277968	198.216427513521	372.988257764338	121.930652601227	133.448262803082	619.228257219017	174.678226906562	70.64	UP_t_DOWN_n
HEXIM1	796.207512731831	-0.508194707376176	0.365325346167135	-1.3910743196659499	0.164202891247277	0.29368945432947097	948	611	1426	739	1087	1015	887	1018	746	1554	160	195	734.987986821808	520.902591272725	700.194723314371	699.483250997683	679.178749974097	602.657261827435	802.821786321888	1054.72790667804	727.6821347241229	1410.73877820401	1376.06279382004	245.05218882575198	70.63	UP_t_DOWN_n
C12orf10	325.815767004772	-0.42911062013591705	0.308746698994465	-1.3898468276210099	0.164575394876806	0.294240857507016	386	329	511	313	407	501	320	379	693	395	18	286	299.26726045698103	280.486010685313	250.911292856693	296.262865442862	254.301519079538	297.469249434034	289.63130960879903	392.67374914634496	675.983538021202	358.58546807631006	154.80706430475402	359.409876944436	70.58	UP_t_DOWN_n
KXD1	744.4427916434039	-0.314271330597155	0.226110539814397	-1.38990128834828	0.16455885434998802	0.294240857507016	877	767	1363	700	1120	1045	641	1125	988	698	86	688	679.9414181885289	653.898997555123	669.260454332039	662.568708658157	699.7977920616271	620.469791733664	580.167717060124	1165.58830551356	963.739878160098	633.652295486745	739.633751678271	864.5943892929089	70.58	UP_t_DOWN_n
SMG7	1256.1695187971	-0.47331289945350496	0.34077062623243803	-1.3889486446835402	0.16484836692657198	0.29465225590165006	1004	1348	2098	1106	1654	2112	1192	1336	994	1789	350	569	778.404998701577	1149.22535685046	1030.16025912591	1046.85855967989	1033.4513822053	1254.00210539856	1078.87662829277	1384.20086770321	969.592549484957	1624.07443642663	3010.1373614813397	715.0497202146299	70.53	UP_t_DOWN_n
CUL4B	1020.0540234627301	-0.339067960740427	0.24423164183728896	-1.3883048002695701	0.16504425112884302	0.294964030196074	1013	898	1922	1274	1265	1507	1046	1125	1135	864	200	900	785.3827327536831	765.5818771897	943.740714032413	1205.87504975785	790.39661335532	894.7827522896	946.73234328376	1165.58830551356	1107.13032561914	784.3489732099541	1720.07849227505	1131.0101022727001	70.5	UP_t_DOWN_n
WDR97	65.53908754937079	-0.734546486647813	0.530093453373766	-1.38569243210383	0.16584084004881602	0.296079743915725	80	50	55	48	115	65	22	47	67	159	22	25	62.0243026853846	42.627053295640295	27.006107841718396	45.4332828794165	71.85423757775641	38.5938147968308	19.9121525356049	48.6956892081219	65.35482979425771	144.34199854211	189.20863415025502	31.4169472853528	70.39	UP_t_DOWN_n
ZNF165	116.16267729417801	-0.5234603068495349	0.377884586931302	-1.3852385753555398	0.165979528899554	0.296288869469182	90	154	215	45	272	92	168	171	147	124	13	98	69.7773405210577	131.291324150572	105.56933065399001	42.5937026994529	169.950892357824	54.6250917124374	152.056437544619	177.16942243806	143.390447459043	112.568602636614	111.805101997878	123.15443335858299	70.37	UP_t_DOWN_n
YPEL3	1117.3663725879198	-0.795819911933276	0.574680305498766	-1.38480456754575	0.16611223392438798	0.29644877057751	1549	593	1183	1198	1336	1063	894	1257	512	1028	554	169	1200.9455607457598	505.55685208629404	580.8768286682331	1133.9390185321001	834.758794816369	631.1573096774019	809.157471219581	1302.35066669381	499.427953054626	933.230028309991	4764.61742360189	212.378563648985	70.36	UP_t_DOWN_n
REX1BD	350.880500674216	-0.376100362722271	0.271867822047132	-1.38339417990066	0.166544034156775	0.297103664359354	436	350	558	316	599	437	334	550	521	498	28	234	338.032449635346	298.389373069482	273.989239557797	299.10244562282503	374.266854861531	259.469185634078	302.302679404183	569.843171584405	508.206960041914	452.090033169626	240.810988918507	294.06262659090197	70.29	UP_t_DOWN_n
CSAD	726.8413013993201	-0.8549149369043342	0.618246965582386	-1.3828049056399399	0.16672469440778398	0.297387358767848	556	392	720	729	1293	806	273	1551	335	436	338	114	431.068903663423	334.19609783782	353.534502655222	690.017983731138	807.8915581568599	478.56330348070196	247.09171101000598	1606.95774386802	326.774148971288	395.80573185131897	2906.9326519448305	143.26127962120898	70.26	UP_t_DOWN_n
QTRT1	400.995406114098	-0.48480165630407795	0.350654749660836	-1.38256121376651	0.16679944873062802	0.29748209933834197	395	376	649	311	726	503	338	463	693	331	98	171	306.244994509087	320.555440783215	318.672072532277	294.369811989553	453.618925925662	298.65675142778304	305.92307077429297	479.70434262469	675.983538021202	300.485544134832	842.838461214774	214.89191943181302	70.25	UP_t_DOWN_n
CIAPIN1	467.541640129481	-0.44267233443802795	0.320334173441448	-1.3819079297168502	0.16699997283973	0.29772385250003497	515	488	892	386	656	605	732	440	692	309	31	702	399.281448537163	416.04004016544997	437.989967178414	365.35931648864096	409.88156392180997	359.219353108964	662.531620730127	455.87453726752403	675.008092800393	280.513695279949	266.612166302633	882.1878797727071	70.23	UP_t_DOWN_n
NFKBIE	232.440998091378	-0.767832095200574	0.5556275484475639	-1.3819186923793	0.16699666779696698	0.29772385250003497	132	376	378	95	466	80	242	512	436	438	6	102	102.34009943088499	320.555440783215	185.605613893992	89.92003903217841	291.165867054213	47.500079749945606	219.033677891654	530.472188820392	425.29411627307996	397.62135447449	51.602354768251494	128.181144924239	70.23	UP_t_DOWN_n
LRRC75B	185.49920793145301	-0.8376087527425179	0.60661162835136	-1.38079903779451	0.167340759447551	0.298099445396589	224	75	220	221	172	211	92	221	136	206	91	19	173.668047519077	63.940579943460506	108.02443136687401	209.18240659064702	107.468946638036	125.281460340482	83.2690015125296	228.973347127552	132.660550030135	187.009130186633	782.6357139851469	23.8768799368681	70.19	UP_t_DOWN_n
