	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
UAP1	1126.8717070867199	-0.85925923527994	0.42565351106961496	-2.01868236237668	0.043520244345717995	0.110269186743624	658	1719	2145	374	1302	1030	1086	723	1712	1383	113	2455	510.149889587288	1465.51809230411	1053.23820582702	354.000995768787	813.514933271641	611.56352678055	982.9362569848599	749.084751010045	1669.9622180264003	1255.5030439228801	971.844348135402	3085.1442234216497	88.97	UP_t_DOWN_n
JKAMP	729.49407727978	-1.03185461583519	0.511237135333296	-2.01834832511233	0.0435549971101847	0.11027819018276598	673	428	803	503	784	1061	516	279	766	559	73	2577	521.779446340798	364.887576210681	394.289174489088	476.102943507218	489.858454443139	629.969807683653	467.030486744188	289.065899767362	747.191039140319	507.466523176347	627.828649680393	3238.45892617417	88.97	UP_t_DOWN_n
TCERG1	1167.25598595113	-0.7598967568727	0.376495864494623	-2.01834024894994	0.0435558376328377	0.11027819018276598	883	1118	1606	739	1707	1686	1182	2875	995	804	258	673	684.593240889933	953.140911690518	788.578348978177	699.483250997683	1066.5668134367802	1001.0641807300999	1069.8256498675	2978.7256696457503	970.5679947057671	729.8802945148179	2218.90125503481	845.744220921698	88.97	UP_t_DOWN_n
CAND1	1462.9288303615601	-0.41703465693416997	0.20684011829460996	-2.01621745516589	0.0437772419596298	0.110748204861802	1477	1552	2565	1496	1731	2181	2176	1081	1835	1699	185	1609	1145.12368832891	1323.1437342966801	1259.46666570923	1416.0039830751502	1081.56248040953	1294.97092418289	1969.49290533983	1120.0008517868	1789.9419801860101	1542.37141838393	1591.07260535442	2021.99472728531	88.93	UP_t_DOWN_n
C2orf49	414.012784917677	-0.710120819384121	0.352317081732416	-2.01557306245927	0.0438446389380429	0.110877897623487	418	337	566	422	411	562	348	381	402	300	80	817	324.076981531135	287.306339212616	277.917400698411	399.43427864820296	256.800796908329	333.688060243368	314.97404919956796	394.74590613392405	392.12897876554604	272.343393475678	688.0313969100191	1026.70583728533	88.91	UP_t_DOWN_n
SEC23A	894.788989503709	-0.7729601771757572	0.383489147395467	-2.0155985701954	0.0438419694216233	0.110877897623487	751	835	1568	849	884	914	762	387	1184	969	140	1946	582.253141459048	711.871790037194	769.919583560262	803.601190929679	552.340400162927	542.688411143128	689.684556005951	400.962377096663	1154.92714143882	879.669160926441	1204.05494459253	2445.4951766918603	88.91	UP_t_DOWN_n
SEC13	974.655256493222	-0.45906184002431	0.227803759592821	-2.0151635813423003	0.0438875120437225	0.110945499828071	1051	1183	1890	753	1273	1145	1211	1317	1240	1081	83	1107	814.8442765292401	1008.55608097485	928.028069469959	712.7346251708459	795.395169012903	679.844891421096	1096.0734873008	1364.5153763212	1209.5520738041698	981.344027824028	713.832574294145	1391.14242579542	88.91	UP_t_DOWN_n
RPL11	10494.0248749939	-0.633486059605323	0.314438449597001	-2.01465838677563	0.043940455219258	0.111058914855514	12411	10676	17426	8592	12484	10360	8464	13867	17798	8194	1002	16805	9622.29525785386	9101.728419685129	8556.51700454154	8132.557635415551	7800.24610365835	6151.260327617951	7660.74813915272	14367.3004733835	17360.9740399731	7438.605887132359	8617.59324629799	21118.471965214198	88.89	UP_t_DOWN_n
SMARCE1	1938.7268665095999	-0.688781065005209	0.342047609496048	-2.01369939705182	0.044041103374098	0.11125193827337801	2070	1823	2905	1830	2149	2115	1826	1719	4706	1988	131	2700	1604.8788319843302	1554.18236315905	1426.41351418531	1732.14390977775	1342.73701351825	1255.78335838919	1652.70866045521	1781.0189308247102	4590.44520913099	1804.72888743216	1126.65141244016	3393.0303068181	88.87	UP_t_DOWN_n
SPCS1	1135.3150150136998	-0.8041916962938191	0.399394570326906	-2.01352686301064	0.0440592318560427	0.11127508054859599	1170	1005	1897	677	1341	1334	821	1062	2173	829	84	2562	907.10542677375	856.8037712423711	931.465210467996	640.798593945103	837.882892102359	792.063829830343	743.085328715074	1100.3153604048	2119.6424648197303	752.575577304458	722.43296675552	3219.60875780296	88.87	UP_t_DOWN_n
RPL41	3156.12562924424	-0.979102049739443	0.486465082218488	-2.01268721132937	0.0441475456141262	0.11139800102008	3701	3193	5396	2143	2180	1887	3260	3025	6116	1948	122	8159	2869.3993029826097	2722.16362345959	2649.5446893438602	2028.4067752206101	1362.10641669138	1120.4081311018401	2950.6189666396303	3134.1374437142304	5965.822970472829	1768.4164349687398	1049.2478802877802	10253.2349160477	88.86	UP_t_DOWN_n
STX16	1566.9812891502802	-0.9051745066462099	0.44987567300604997	-2.01205479860218	0.0442141607886782	0.111525150158158	1249	1019	1946	1420	1979	1962	827	4158	1380	1587	435	542	968.354425675567	868.73934616515	955.525197454254	1344.0679518494	1236.51770579461	1164.9394558674198	748.515915770239	4308.0143771781	1346.11440471755	1440.69655148634	3741.17072069823	681.119417146449	88.85	UP_t_DOWN_n
FAM220A	265.706477012386	-1.08653916633128	0.54007582414505	-2.01182707641338	0.0442381686636846	0.111565236584053	235	203	386	210	189	275	119	104	728	380	9	649	182.196389138317	173.0658363803	189.533775034605	198.770612597447	118.09087741040001	163.281524140438	107.706643260772	107.752163354142	710.124120749546	344.968298402526	77.40353215237721	815.5839515277589	88.84	UP_t_DOWN_n
C1orf122	217.221413358694	-0.6797047137322509	0.3379164153692801	-2.01145810862565	0.0442770908740691	0.11163139032211	181	202	344	130	387	278	225	209	383	416	11	262	140.329984825683	172.213295314387	168.91092904638398	123.048474465086	241.80512993558	165.062777131061	203.647014568686	216.54040520207403	373.595519570159	377.649505619607	94.6043170751277	329.249607550497	88.84	UP_t_DOWN_n
TIMMDC1	757.1070024765261	-0.6984095222185249	0.34727235310529203	-2.01112906332273	0.044311826059297	0.111689525639376	704	603	1344	684	860	955	607	846	1633	651	54	1225	545.813863631385	514.082262745422	659.931071623082	647.424281031685	537.344733190178	567.032202014976	549.3943904141901	876.522405746194	1592.9020455824302	590.9851638422219	464.421192914263	1539.4304169822901	88.83	UP_t_DOWN_n
CDKAL1	228.280064001298	-0.6840278593393541	0.340292075886745	-2.0101198582332303	0.0444185047765716	0.11187636225055499	231	223	337	223	233	283	249	210	559	224	15	286	179.095174004048	190.116657698556	165.473788048347	211.07546004395599	145.582933527106	168.031532115433	225.369362789346	217.576483695864	545.273878432687	203.349733795173	129.005886920629	359.409876944436	88.81	UP_t_DOWN_n
ACSM3	107.030957575291	-1.26484785960151	0.629433600143717	-2.0095016524581997	0.0444839596160309	0.112000181839117	90	74	112	40	92	161	221	176	26	16	9	323	69.7773405210577	63.0880388775477	54.9942559685902	37.8610690661804	57.4833900622051	95.5939104967655	200.026623198576	182.34981490701	25.361575741055198	14.5249809853695	77.40353215237721	405.90695892675797	88.8	UP_t_DOWN_n
PRKAG1	628.1383855412851	-0.671698516434832	0.33449847026483304	-2.00807649704056	0.0446351633686832	0.112338670472696	575	683	1012	449	807	780	737	585	1044	723	33	1105	445.79967555120203	582.285548018447	496.912384287618	424.990500267875	504.22930195869003	463.12577756197	667.057109942764	606.105918867049	1018.36481052545	656.347578276385	283.812951225383	1388.62907001259	88.77	UP_t_DOWN_n
RAB13	1322.02437770673	-0.643941233325532	0.320737949924845	-2.0076864414592	0.0446766223242179	0.11240291491417	1199	1250	2185	1197	1975	1243	1116	1333	1396	2113	359	742	929.589236497202	1065.67633239101	1072.87901153008	1132.99249180545	1234.01842796582	738.03248911478	1010.0891922606801	1381.09263222184	1361.7215282505001	1918.2053013803602	3087.5408936337103	932.454995429271	88.76	UP_t_DOWN_n
CHCHD3	532.6251212468229	-0.8394840452679929	0.41817971202918897	-2.00747195791602	0.0446994335904142	0.11243972800867802	526	536	864	377	520	550	396	353	1240	551	31	1109	407.80979015640406	456.962011329264	424.241403186267	356.84057594875	324.906117742898	326.563048280876	358.418745640888	365.735708307809	1209.5520738041698	500.204032683663	266.612166302633	1393.65578157825	88.76	UP_t_DOWN_n
RWDD2B	258.405978194235	-0.9951836384612621	0.495814521507047	-2.0071692039925804	0.0447316495201736	0.112500180379405	186	179	273	300	211	325	134	135	620	245	18	651	144.206503743519	152.604850798392	134.048498923439	283.958017996353	131.836905468753	192.96907398415402	121.283110898684	139.87059666162702	604.776036902086	222.41377133847098	154.80706430475402	818.097307310587	88.75	UP_t_DOWN_n
IFT43	328.757070606372	-0.701254704670019	0.34943950458722695	-2.00679858878111	0.0447711132036377	0.11256332763866	346	252	448	210	426	559	209	297	477	291	52	614	268.25510911428796	214.840348610027	219.977023874361	198.770612597447	266.173088766297	331.906807252745	189.165449088247	307.715312655579	465.287370326282	264.17309167140803	447.22040799151296	771.6002253282651	88.74	UP_t_DOWN_n
KRCC1	757.07414276586	-1.1278211380608898	0.562228696404393	-2.00598287720568	0.044858074893522004	0.11275625444528199	733	552	988	512	531	864	266	348	679	553	79	3013	568.297673354837	470.602668383869	485.12790086577695	484.621684047109	331.779131772075	513.000861299412	240.756026112314	360.55531583886	662.327304929865	502.019655306834	679.431004448644	3786.3704868307204	88.72	UP_t_DOWN_n
NFYC-AS1	39.4537961567661	-0.931692211403018	0.464651282801684	-2.00514288002229	0.044947774469766	0.112878526787701	42	12	43	26	62	66	40	92	39	66	2	48	32.5627589098269	10.230492790953699	21.113866130797998	24.609694893017302	38.7388063462686	39.187565793705105	36.20391370109979	95.3192214286641	38.0423636115828	59.9155465646493	17.2007849227505	60.320538787877396	88.71	UP_t_DOWN_n
SLC1A4	280.906463908433	-0.912801485234037	0.45534360101040794	-2.00464326984837	0.0450011973273999	0.112930167882396	220	180	499	125	229	581	593	158	629	422	9	335	170.566832384808	153.457391864305	245.019051145772	118.315840831814	143.083655698315	344.96932918397994	536.723020618805	163.700402018793	613.555043889374	383.096373489121	77.40353215237721	420.987093623728	88.71	UP_t_DOWN_n
DCUN1D1	463.777184094019	-0.503635983589027	0.251335105021612	-2.00384257322796	0.04508692674317501	0.11312465448775802	528	434	781	379	580	708	433	405	868	496	57	527	409.360397723538	370.00282260615796	383.48673135240097	358.733629402059	362.39528517477095	420.37570578701894	391.907365814405	419.61178998488	846.68645166292	450.274410546455	490.22237029838897	662.269248775237	88.69	UP_t_DOWN_n
ING1	323.45558275289903	-0.7574021698072959	0.37799208609387097	-2.00375139499403	0.0450966977906841	0.11312852272418499	362	325	488	267	334	306	303	148	816	279	56	384	280.65996965136503	277.075846421662	239.617829577429	252.722636016754	208.689698704092	181.68780504354197	274.244646285831	153.339617080894	795.9633001808099	253.27935593238098	481.621977837014	482.56431030301906	88.69	UP_t_DOWN_n
DYNLL1	2472.4084878831	-0.953072405792277	0.475756327385402	-2.00327846616364	0.045147407507722	0.11323506860219902	1888	1739	4103	1741	2236	3544	2054	1880	4878	1630	105	6852	1463.77354337508	1482.56891362237	2014.65564499219	1647.9030311054998	1397.0963062944597	2104.25353292259	1859.07096855148	1947.82756832488	4758.221787110279	1479.7324378845199	903.0412084444009	8610.7569119695	88.68	UP_t_DOWN_n
SLC25A25-AS1	142.72006242387	-1.16612910973466	0.582326929581334	-2.0025333717144997	0.0452273976691277	0.113415001050255	88	110	131	100	209	133	142	690	77	143	10	38	68.2267329539231	93.7795172504087	64.3236386775474	94.652672665451	130.587266554357	78.96888258428459	128.523893638904	714.8941607149809	75.1092820023558	129.81701755673998	86.0039246137524	47.75375987373629	88.66	UP_t_DOWN_n
COPS7B	442.54885437354795	-0.5363396621358979	0.267868135560675	-2.00225256734358	0.0452575746102283	0.11346997595601101	458	354	640	408	618	725	385	792	584	657	46	323	355.089132873827	301.799537333134	314.252891249087	386.18290447504	386.138424548291	430.469472733882	348.462669373086	820.574167081543	569.660008952932	596.432031711736	395.61805322326103	405.90695892675797	88.65	UP_t_DOWN_n
RNF114	1195.61500983547	-0.563511007894533	0.28145553647954497	-2.00213154426787	0.0452705857171434	0.113481900410935	1154	1376	2275	942	1521	1302	1139	1055	2154	1573	101	1612	894.700566236673	1173.0965066960198	1117.0708243619902	891.628176508548	950.350394397977	773.063797930365	1030.90644263882	1093.06281094827	2101.1090056243397	1427.98719312414	868.6396385989	2025.76476095955	88.65	UP_t_DOWN_n
MTF2	497.434209583806	-0.868474757621262	0.434023394701759	-2.0009860487314	0.04539389338651	0.11372878665652499	440	349	527	503	656	526	409	311	590	333	206	423	341.133664769615	297.53683200357	258.76761513792	476.102943507218	409.88156392180997	312.31302435589197	370.185017593746	322.220411568636	575.512680277791	302.301166758003	1771.6808470432998	531.574748068169	88.63	UP_t_DOWN_n
SLC35E2A	451.216420400211	-1.2611905377131598	0.6304614908845471	-2.00042438110485	0.045454457847664005	0.113818293630571	363	187	234	573	226	586	209	999	259	503	211	63	281.43527343493304	159.425179325695	114.898713362947	542.3598143730339	141.209197326721	347.93808416835196	189.165449088247	1035.04241529604	252.64031218974202	456.629089727554	1814.6828093501802	79.1707071590891	88.62	UP_t_DOWN_n
TRAP1	590.177225630062	-0.806445700611601	0.40318133164319203	-2.0002059552829	0.0454780290266547	0.11385657713156501	538	487	808	481	674	797	670	1413	1231	437	71	179	417.11343555921206	415.187499099537	396.74427520197196	455.279355520819	421.12831415137197	473.219544508833	606.4155544934221	1463.9789117250302	1200.7730668168801	396.71354316290495	610.627864757642	224.945342563126	88.61	UP_t_DOWN_n
FAM221A	175.90118930980898	-0.953560479930107	0.47685798540960705	-1.9996739262131202	0.0455354854571303	0.11397966470851598	101	89	177	143	221	338	72	91	458	172	39	237	78.30568214029809	75.8761548662398	86.9105652360755	135.353321911595	138.08510004073202	200.68783694352	65.1670446619797	94.2831429348743	446.753911130896	156.143545592722	335.415305993634	297.832660265145	88.6	UP_t_DOWN_n
PSMB7	487.460648238226	-0.7306319361737921	0.3654712227294771	-1.9991503864987201	0.0455920847836823	0.114059033579851	448	542	803	398	443	593	569	540	683	592	20	947	347.336095038154	462.077257724741	394.289174489088	376.71763720849503	276.795019538661	352.094341146472	515.000672398145	559.482386646507	666.229085813104	537.4242964586721	172.007849227505	1190.07396316916	88.59	UP_t_DOWN_n
CREM	554.866398393008	-0.923237976836118	0.461845964811384	-1.99901709049935	0.0456065047380495	0.11407434873252699	463	696	858	173	895	349	639	593	1069	397	29	1201	358.965651791663	593.368581875313	421.295282330807	163.74912371123	559.213414192104	207.219097909138	578.3575213750689	614.394546817368	1042.75094104569	360.40109069948096	249.41138137988202	1509.27014758835	88.59	UP_t_DOWN_n
CBWD1	163.672277055109	-0.686333971643654	0.343371738050588	-1.99880740197243	0.0456291966099271	0.114110344878419	158	188	286	110	154	196	171	81	241	209	44	145	122.497997803635	160.277720391608	140.431760776936	104.117939931996	96.2221964084737	116.375195387367	154.771731072202	83.922357996976	235.08229821516602	189.732564121389	378.417268300511	182.218294255046	88.59	UP_t_DOWN_n
GOLPH3L	522.231387009802	-0.735788264516814	0.36828495556955504	-1.9978776037129	0.0457299312781937	0.11430275887147599	499	496	704	424	393	929	375	537	479	666	58	1151	386.876588000087	422.860368692752	345.67818037399496	401.327332101512	245.554046678767	551.594676096243	339.411690947811	556.374151165137	467.238260767902	604.602333516006	498.82276275976403	1446.4362530176402	88.57	UP_t_DOWN_n
SEC22A	270.93567292373797	-0.54221336423006	0.27150835706234	-1.9970411596043998	0.0458207119544248	0.11446435166954	284	271	462	218	376	340	264	205	416	263	40	390	220.186274533115	231.03862886237098	226.851305870434	206.342826410683	234.932115906403	201.875338937269	238.94583042725898	212.39609122691502	405.785211856883	238.754374947011	344.01569845501	490.10437765150397	88.55	UP_t_DOWN_n
DDX1	1261.04685778872	-0.648674437850869	0.324857128592673	-1.9967991487858603	0.0458470060926556	0.114488427385238	1302	1266	2209	941	1226	1792	1439	814	2737	916	168	1708	1009.4455262046301	1079.3169894456098	1084.66349495193	890.6816497818941	766.0286545246021	1064.00178639878	1302.4357953970698	843.3678939449189	2669.79356935647	831.5551614124049	1444.86593351104	2146.4058385353	88.55	UP_t_DOWN_n
ANKRD10	3462.5437524232298	-0.8199068912995922	0.410820370000224	-1.99577954544743	0.0459579241985975	0.11470290195318099	2332	2376	3742	3335	5642	4474	2943	4451	3783	2190	1265	2155	1808.0084232789602	2025.63757260883	1837.3973735220002	3156.66663339279	3525.23137751045	2656.4419600157103	2663.7029505584196	4611.585375858521	3690.1092703235295	1988.10677237245	10879.4964636397	2708.14085599741	88.53	UP_t_DOWN_n
IRAK1	1157.73704030881	-0.796824286713395	0.399271730723478	-1.9956942237547202	0.0459672162051949	0.11470526795658302	1044	1064	2016	697	1509	1305	2387	771	1924	2930	52	689	809.417150044269	907.103694131226	989.896607434623	659.7291284781929	942.852560911603	774.845050920988	2160.4685501131303	798.816518711957	1876.75660483809	2659.88714294579	447.22040799151296	865.8510671843229	88.53	UP_t_DOWN_n
