baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
ZDHHC16	580.112240514155	-0.859137234895768	0.367585581395441	-2.33724410961464	0.0194264948176383	0.0589267485123727	672	418	750	470	470	808	1189	315	745	384	153	560	521.004142557231	356.362165551553	368.265106932523	444.86756152762	293.665144883004	479.750805474451	1076.16133476519	326.364725543796	726.706689503313	348.599543648868	1315.86004659041	703.739619191903	94.11	UP_t_DOWN_n
ZNF521	126.88556110005	1.18736386685335	0.508125596940633	2.33675271232611	0.0194520459298892	0.0589912365758188	278	99	152	427	260	207	93	40	54	77	4	140	215.534451831712	84.4015655253679	74.6350616716581	404.166912281476	162.453058871449	122.906456352984	84.1740993550571	41.4431397515931	52.6740419237301	69.9014709920908	34.401569845501	175.934904797976	94.1	DOWN_t_UP_n
HDDC2	599.580165594285	-1.02122333054139	0.437076228240999	-2.33648792717755	0.0194658260934928	0.0590200069049945	660	485	732	342	600	667	269	838	1134	487	42	1428	511.700497154423	413.482416967711	359.426744366143	323.712140515842	374.891674318729	396.031914915171	243.471319639896	868.233777795875	1106.15488039833	442.104108742185	361.21648337776	1794.53602893935	94.1	UP_t_DOWN_n
DPM1	697.082331355411	-1.16350907333693	0.498059122434103	-2.33608626150779	0.0194867461859566	0.0590704078982018	542	601	961	424	573	711	480	330	2110	593	34	1682	420.214650693481	512.377180613597	471.870357016207	401.327332101512	358.021548974386	422.156958777641	434.446964413198	341.905902950643	2058.18941590871	538.332107770258	292.413343686758	2113.73221335854	94.09	UP_t_DOWN_n
ABT1	446.827836963645	-0.577305917625398	0.247144963389302	-2.33589999046846	0.0194964544697964	0.05908680767114	501	462	773	348	536	553	391	703	742	465	56	396	388.427195567221	393.873972451717	379.558570211787	329.391300875769	334.903229058064	328.344301271499	353.893256428251	728.363181134249	723.780353840883	422.132259887302	481.621977837014	497.644444999988	94.09	UP_t_DOWN_n
DEK	2474.53669335254	-1.17533083713632	0.503194196152301	-2.33574005050842	0.0195047937721574	0.0590990522340419	1962	1948	3269	1618	2079	2526	1819	981	11067	3238	135	2402	1521.14602335906	1660.74999639815	1605.14484608323	1531.480243727	1298.9996515144	1499.81501810453	1646.37297555751	1016.39300240782	10795.2522587022	2939.49302691416	1161.05298228566	3018.5402951767	94.09	UP_t_DOWN_n
PRPSAP2	423.554352964683	-0.861803234718869	0.368986740474019	-2.33559404766619	0.0195124091108169	0.059109098291406	432	342	627	284	455	522	305	278	890	291	94	621	334.931234501077	291.56904454218	307.86962939559	268.813590369881	284.292853025036	309.938020368395	276.054841970886	288.029821273572	868.146246520736	264.173091671408	808.436891369273	780.396970568164	94.09	UP_t_DOWN_n
FAM185A	72.9366916560442	-0.954474123626478	0.408726579397043	-2.33523869437247	0.0195309547809529	0.0591426689909871	65	44	123	48	63	98	37	51	110	88	19	117	50.394745931875	37.5118069001635	60.3954775369338	45.4332828794165	39.3636258034665	58.1875976936834	33.4886201735173	52.8400031832812	107.29897428908	79.8873954195323	163.40745676613	147.031313295451	94.09	UP_t_DOWN_n
MACIR	162.650533290394	-1.08984322832775	0.466698940664418	-2.3352168461668	0.0195320955276847	0.0591426689909871	104	100	342	104	132	174	92	254	157	66	44	315	80.631593491	85.2541065912807	167.928888761231	98.438779572069	82.4761683501203	103.312673456132	83.2690015125296	263.163937422616	153.144899667141	59.9155465646493	378.417268300511	395.853535795445	94.09	UP_t_DOWN_n
TARBP1	1221.52656069964	-1.1144864265049	0.477333189762056	-2.33481863488365	0.0195528972852005	0.0591926181413017	870	657	984	952	1573	1712	901	1534	1364	1319	543	348	674.514291703558	560.119480304714	483.163820295471	901.093443775093	982.841006172267	1016.50170664884	815.493156117273	1589.34440947359	1330.50728118459	1197.4031199814	4670.01310652676	437.323906212111	94.08	UP_t_DOWN_n
RPLP2	6866.79346630198	-0.795593709701005	0.340932333345327	-2.33358244990849	0.0196175964393273	0.0593639833463509	7244	6637	10577	4787	9222	5661	4877	13634	13017	4749	837	7585	5616.30060816158	5658.3150544633	5193.52004803373	4531.02344049514	5762.08503427886	3361.22439330553	4414.16217800659	14125.8941843305	12697.3704392814	4311.19591871999	7198.52849017108	9531.90180637604	94.06	UP_t_DOWN_n
ZNF461	101.510798023632	-0.745637736048657	0.319526336981609	-2.3335720713738	0.0196181404191803	0.0593639833463509	97	68	127	113	145	112	109	115	111	138	10	176	75.2044670060288	57.9727924820709	62.3595581072406	106.95752011196	90.5988212936928	66.5001116499238	98.655664835497	119.14902678583	108.27441950989	125.277960998812	86.0039246137524	221.175308888884	94.06	UP_t_DOWN_n
LINC00663	45.839681206399	0.989298988141577	0.423980867626987	2.33335761983474	0.0196293836174858	0.0593849332283401	88	45	106	76	80	117	26	26	13	42	9	17	68.2267329539231	38.3643479660763	52.04813511313	71.9360312257427	49.9855565758305	69.4688666342954	23.5325439057149	26.9380408385355	12.6807878705276	38.128075086595	77.4035321523772	21.3635241540399	94.06	DOWN_t_UP_n
NAALADL2	160.677059418907	-1.16474824262317	0.499246466879431	-2.33301248960959	0.0196474898140202	0.0594266320073347	83	148	203	59	118	296	78	142	430	99	20	345	64.3502140360865	126.176077755095	99.6770889430696	55.8450768726161	73.72869594935	175.750295074799	70.5976317171446	147.123146118155	419.441444948221	89.8733198469739	172.007849227505	433.553872537869	94.06	UP_t_DOWN_n
CPD	3386.63963888344	-1.14286317287411	0.490250266771845	-2.33118317385022	0.0197437029976073	0.0597045061830418	2640	3234	3997	3003	1845	3220	4560	8246	2913	4070	64	6532	2046.80198861769	2757.11780716202	1962.60750987906	2842.41976014349	1152.79189853009	1911.87820993531	4127.24616192538	8543.50325979092	2841.47192821899	3694.79203815337	550.425117528016	8208.61998671698	94.03	UP_t_DOWN_n
FAM166B	125.813614323547	1.87518256293026	0.804970436748729	2.32950488281795	0.0198323346313688	0.0599593367445408	241	65	289	23	149	1160	60	55	2	19	4	125	186.848211839721	55.4151692843324	141.904821204666	21.7701147130537	93.0980991224843	688.751156374211	54.3058705516497	56.9843171584405	1.95089044161963	17.2484149201263	34.401569845501	157.084736426764	94	DOWN_t_UP_n
FNDC10	70.2579170654725	-1.46626213377985	0.629489224362415	-2.32928869475879	0.0198437768811902	0.0599745300492554	57	21	53	46	68	75	34	26	87	211	32	12	44.1923156633365	17.9033623841689	26.024067556565	43.5402294261075	42.4877230894559	44.531324765574	30.7733266459348	26.9380408385355	84.863734210454	191.54818674456	275.212558764008	15.0801346969693	94	UP_t_DOWN_n
LIG1	385.159929393025	-1.12667496248055	0.483708205526407	-2.3292450895151	0.0198460854873109	0.0599745300492554	365	250	410	169	412	571	418	368	741	1350	44	65	282.985881002067	213.135266478202	201.318258456446	159.963016804612	257.425616365527	339.031819215237	378.330898176493	381.276885714656	722.804908620074	1225.54527064055	378.417268300511	81.6840629419173	94	UP_t_DOWN_n
WWTR1	2062.4349180938	1.18218765658299	0.507655667389244	2.32871950915609	0.0198739299054597	0.0600454756945833	3572	5028	6145	3386	2801	3638	2632	234	2229	666	47	1395	2769.38511490242	4286.57647940959	3017.31877613381	3204.93949645217	1750.11929961127	2160.06612662878	2382.21752153237	242.44236754682	2174.26739718508	604.602333516006	404.218445684636	1753.06565852269	94	DOWN_t_UP_n
CHDH	164.508782229257	-1.43815517910602	0.617614184725401	-2.32856565583163	0.01988208726249	0.0600569223461766	118	72	125	130	82	244	88	827	86	53	18	173	91.4858464609423	61.3829567457221	61.3775178220872	123.048474465086	51.2351954902263	144.875243237334	79.6486101424196	856.836914364187	83.8882889896442	48.1139995140365	154.807064304754	217.405275214641	93.99	UP_t_DOWN_n
PNO1	430.277085190822	-1.0928436690847	0.469378367915178	-2.32827872732769	0.0198973081213561	0.0600764978572991	275	551	707	164	390	374	428	233	943	320	36	1085	213.20854048101	469.750127317957	347.151240801725	155.23038317134	243.679588307174	222.062872830996	387.381876601768	241.40628905303	919.844843223656	290.49961970739	309.614128609509	1363.49551218431	93.99	UP_t_DOWN_n
UNC13D	844.238576540771	1.31329925965887	0.564050142882462	2.32833778384936	0.0198941744854517	0.0600764978572991	2153	1094	1927	1357	2527	1382	814	916	317	781	19	25	1669.22904602041	932.679926108611	946.195814745297	1284.43676807017	1578.91876833905	820.56387768031	736.749643817381	949.047900311482	309.216134996712	709.00063434835	163.40745676613	31.4169472853528	93.99	DOWN_t_UP_n
UBE3D	77.3486264542668	-1.0788871122373	0.463411471975245	-2.32814070751993	0.019904633359138	0.0600854182670333	59	49	59	33	83	164	57	73	241	75	14	64	45.7429232304712	41.7745122297275	28.9701884120252	31.2353819795988	51.8600149474241	97.3751634873885	51.5905770240672	75.6337300466574	235.082298215166	68.0858483689196	120.405494459253	80.4273850505032	93.99	UP_t_DOWN_n
WDR89	234.293881250788	-0.986637647604453	0.423813779348793	-2.32799803989493	0.0199122077487653	0.060095086700829	214	223	328	153	201	252	116	132	396	195	58	454	165.915009683404	190.116657698556	161.054606765157	144.81858917814	125.588710896774	149.625251212329	104.991349733189	136.762361180257	386.276307440687	177.023205759191	498.822762759764	570.531762702007	93.99	UP_t_DOWN_n
STK11	453.907564525149	0.778682322289202	0.334576055808806	2.32737014131753	0.0199455735266199	0.0601825722718269	729	647	1227	624	1032	824	517	310	204	619	36	114	565.196458220567	551.594069645586	602.481714941608	590.632677432414	644.813679828213	489.25082142444	467.935584586715	321.184333074846	198.990825045202	561.935201871483	309.614128609509	143.261279621209	93.98	DOWN_t_UP_n
LONRF1_1	27.4838102397481	1.09147762872173	0.469107451397111	2.32671134400243	0.0199806336830423	0.0602751308406369	38	57	86	28	85	42	26	11	8	33	2	12	29.4615437755577	48.59484075703	42.227732261596	26.5027483463263	53.1096538618199	24.9375418687214	23.5325439057149	11.3968634316881	7.80356176647853	29.9577732823246	17.2007849227505	15.0801346969693	93.97	DOWN_t_UP_n
WDR76	93.879492063547	-1.08177401493599	0.464957081538754	-2.32661047199434	0.0199860066788172	0.0602781118503073	92	65	135	78	50	113	73	44	282	201	7	105	71.3279480881923	55.4151692843324	66.2877192478542	73.8290846790518	31.2409728598941	67.0938626467982	66.0721425045072	45.5874537267524	275.075552268368	182.470073628705	60.2027472296267	131.951178598482	93.97	UP_t_DOWN_n
PCSK1N	148.134931171655	-2.9695755891183	1.2766033809507	-2.32615363035215	0.0200103563604927	0.0603250808964238	44	32	26	12	123	66	20	2	1031	595	0	8	34.1133664769615	27.2813141092098	12.7665237069941	11.3583207198541	76.8527932353394	39.1875657937051	18.1019568505499	2.07215698757965	1005.68402265492	540.147730393429	0	10.0534231313129	93.97	UP_t_DOWN_n
PSMB2	1258.27497039928	-0.645348101487372	0.277422780188677	-2.326226062072	0.0200064940198998	0.0603250808964238	1336	1298	1990	991	1589	1438	1564	1477	1927	2261	72	1351	1035.80585484592	1106.59830355482	977.130083727629	938.007986114619	992.838117487433	853.813933505272	1415.573025713	1530.28793532757	1879.68294050052	2052.56137549503	619.228257219017	1697.77183130047	93.97	UP_t_DOWN_n
PIK3C3	445.717628282217	0.583553916271647	0.250887038549125	2.32596279045075	0.0200205358017055	0.0603425357741825	596	643	925	689	727	1071	484	194	397	384	43	316	462.081055006115	548.183905381935	454.193631883445	652.156914664957	454.24374538286	635.907317652397	438.067355783308	200.999227795226	387.251752661497	348.599543648868	369.816875839135	397.110213686859	93.97	DOWN_t_UP_n
CYP4B1	4020.21176554042	2.80754703925678	1.20710986533916	2.32584217880445	0.0200269715834402	0.0603487019635143	10961	8892	19075	7501	4247	11811	4345	0	70	60	178	354	8498.10477168126	7580.79515809668	9366.20921965051	7099.89697663548	2653.6082347194	7012.79302408259	3932.65012578197	0	68.2811654566871	54.4686786951357	1530.86985812479	444.863973560596	93.97	DOWN_t_UP_n
TRA2A	1357.66193181287	-0.780439823431188	0.335599193946128	-2.32551161477601	0.0200446195845581	0.0603886446261056	1351	1056	1650	1077	2105	1493	1031	1496	1227	1196	383	1793	1047.43541159943	900.283365603924	810.183235251551	1019.40928460691	1315.24495740154	886.47023833336	933.155875645848	1549.97342670958	1196.87128593364	1085.74232865637	3293.95031270672	2253.2234593055	93.96	UP_t_DOWN_n
ANKMY1	204.970546511326	0.976033291582918	0.419875671115605	2.32457691342203	0.0200945944637737	0.0605259399854288	299	234	446	188	344	990	194	175	95	212	16	39	231.815831286625	199.494609423597	218.994983589207	177.947024611048	214.937893276071	587.813486905577	175.588981450334	181.31373641322	92.6672959769325	192.455998056146	137.606279382004	49.0104377651504	93.95	DOWN_t_UP_n
PAXIP1-AS1	168.050194225822	-0.978250173505246	0.420845838492401	-2.32448579510644	0.0200994720207444	0.0605273695222723	149	78	161	164	147	285	74	327	140	224	30	267	115.520263751529	66.4982031411989	79.0542429548483	155.23038317134	91.8484602080886	169.219034109181	66.9772403470347	338.797667469274	136.562330913374	203.349733795173	258.011773841257	335.532997007568	93.95	UP_t_DOWN_n
OCIAD1	2026.90447592092	-0.822182796894693	0.353727876730635	-2.32433701435634	0.020107438464653	0.0605295805447939	2045	1692	3035	1479	2125	2599	1300	1765	2772	2148	242	4610	1585.49623739514	1442.49948352447	1490.24613272028	1399.91302872202	1327.7413465455	1543.15884087636	1176.62719528574	1828.67854153904	2703.93415208481	1949.97869728586	2081.29497565281	5793.28507941906	93.95	UP_t_DOWN_n
TMEM115	437.098074036963	0.705252435181623	0.303424739366528	2.32430762453321	0.0201090124643976	0.0605295805447939	749	616	1201	545	910	822	381	444	439	458	18	138	580.702533891914	525.165296602289	589.715191234614	515.857066026708	568.585706050072	488.063319430691	344.842278002976	460.018851242683	428.220451935509	415.777580706202	154.807064304754	173.421549015147	93.95	DOWN_t_UP_n
UGP2	1832.00395281799	-0.940157610628483	0.404537847001264	-2.32402880867051	0.020123950060834	0.0605612831624968	1395	1651	2821	1303	1873	2125	1940	1370	3237	2567	74	4094	1081.54877807639	1407.54529982204	1385.16782220886	1233.32432483083	1170.28684333163	1261.72086835793	1755.88981450334	1419.42753649206	3157.51617976137	2330.35163684022	636.429042141768	5144.83928744938	93.94	UP_t_DOWN_n
IPO11	90.7244906469464	0.994476771127801	0.427946395771112	2.32383490305103	0.0201343442878984	0.060574788216042	128	181	249	136	96	267	99	27	88	24	8	57	99.2388842966154	154.309932930218	122.264015501598	128.727634825013	59.9826678909966	158.531516165443	89.604686410222	27.9741193323253	85.8391794312638	21.7874714780543	68.8031396910019	71.6306398106044	93.94	DOWN_t_UP_n
KAT2A	1395.6896041986	-0.996777524466747	0.428946467683235	-2.32378070356984	0.0201372504653606	0.060574788216042	1209	826	1481	1482	1693	1269	799	2433	2554	1354	416	496	937.342274332875	704.198920443978	727.200831156089	1402.75260890198	1057.81934103601	753.470015033512	723.173176179469	2520.77897539065	2491.28709394827	1229.1765158869	3577.7632639321	623.3122341414	93.94	UP_t_DOWN_n
KIAA0319	175.688345486848	-1.95374028250704	0.84080761210101	-2.32364723438343	0.0201444086469707	0.0605830640275446	76	30	88	34	91	360	30	861	24	115	71	16	58.9230875511154	25.5762319773842	43.2097725467494	32.1819087062533	56.8585706050072	213.750358874755	27.1529352758249	892.063583153041	23.4106852994356	104.398300832343	610.627864757642	20.1068462626258	93.94	UP_t_DOWN_n
TRMT11	327.130775956689	-0.829734108163415	0.357188361367943	-2.32295953033223	0.0201813266019691	0.0606808173222375	264	344	432	166	407	482	175	360	631	283	67	428	204.680198861769	293.274126674006	212.120701593133	157.123436624649	254.301519079538	286.187980493422	158.392122442312	372.988257764338	615.505934330994	256.910601178723	576.226294912141	537.85813752524	93.93	UP_t_DOWN_n
MSI2	815.597904734176	-0.886960599323968	0.381870985342393	-2.32267083221497	0.0201968423427774	0.0607141901784738	626	504	936	427	858	1897	986	972	1227	930	51	1565	485.340168513135	429.680697220055	459.594853451789	404.166912281476	536.095094275782	1126.34564107058	892.42647273211	1007.06829596371	1196.87128593364	844.264519774603	438.620015530137	1966.70090006309	93.93	UP_t_DOWN_n
NCAPD3	256.041329938774	-0.694221619113475	0.298922232549545	-2.32241547640125	0.0202105748145126	0.0607421888883046	232	261	340	219	230	421	307	201	533	335	44	170	179.870477787615	222.513218203243	166.946848476077	207.289353137338	143.708475155513	249.969169684089	277.865037655941	208.251777251755	519.912302691632	304.116789381174	378.417268300511	213.635241540399	93.93	UP_t_DOWN_n
GLRX5	470.086436347295	-0.801477372502642	0.345151478451012	-2.32210325767559	0.020227376317858	0.0607793972112775	512	426	670	411	491	463	555	210	1123	627	56	569	396.955537186462	363.182494078856	328.983495526388	389.022484655003	306.78635348416	274.90671155281	502.32930260276	217.576483695864	1095.42498296942	569.197692364168	481.621977837014	715.04972021463	93.92	UP_t_DOWN_n
COX4I1	2724.75023816711	-0.899893318908113	0.387561775902897	-2.32193517230033	0.0202364265831523	0.0607933033738187	2689	2573	4176	1745	3172	2449	2410	6386	2909	2884	136	4661	2084.79187401249	2193.58816259365	2050.50011540029	1651.68913801212	1981.92731823168	1454.09619134521	2181.28580049126	6616.39726134184	2837.57014733575	2618.12782261286	1169.65337474703	5857.37565188118	93.92	UP_t_DOWN_n
